rebalance_date,overall_tradable_nav,overall_basket_level,overall_cash_weight,overall_price_coverage_share,n_baskets,total_entries,total_exits,total_turnover,rebalanced_baskets
2022-03-08,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-09,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-10,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-11,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-12,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-13,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-14,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-15,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-16,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-17,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-18,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-19,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-20,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-21,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-22,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-23,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-24,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-25,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-26,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-27,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-28,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-29,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-30,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-03-31,100.00000000000001,100.00000000000001,1.0,0.48217519778858076,10,0,0,0.0,10
2022-04-01,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-02,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-03,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-04,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-05,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-06,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-07,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-08,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-09,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-10,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-11,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-12,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-13,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-14,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-15,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-16,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-17,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-18,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-19,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-20,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-21,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-22,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-23,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-24,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-25,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-26,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-27,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
2022-04-28,100.00000000000001,100.00000000000001,1.0,0.4906586598036412,10,0,0,0.0,10
