rebalance_date,domain,basket_code,basket_name,basket_weight,tradable_nav,basket_level,tail_probability_weight_share,proxy_weight_share,slot_coverage_ratio,direction_balance_score,cash_weight,price_coverage_share,entries,exits,turnover,transaction_cost,rebalanced
2022-04-18,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-04-19,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-04-20,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-04-21,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-04-22,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-04-23,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-04-24,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-04-25,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-04-26,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-04-27,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-04-28,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-04-29,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-04-30,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-05-01,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-02,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-03,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-04,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-05,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-06,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-07,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-08,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-09,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-10,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-11,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-12,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-13,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-14,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-15,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-16,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-17,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-18,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-19,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-20,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-21,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-22,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-23,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-24,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-25,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-26,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-27,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-28,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-29,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-30,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-05-31,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-01,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-02,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-03,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-04,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-05,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-06,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-07,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-08,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-09,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-10,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-11,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-12,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-13,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-14,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-15,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-16,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-17,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-18,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-19,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-20,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-21,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-22,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-23,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-24,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-25,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-26,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-27,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-28,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-29,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-06-30,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-01,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-02,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-03,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-04,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-05,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-06,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-07,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-08,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-09,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-10,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-11,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-12,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-13,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-14,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-15,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-16,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-17,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-18,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-19,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-20,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-21,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-22,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-23,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-24,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-25,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-26,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-27,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-28,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-29,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-30,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-07-31,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-01,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-02,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-03,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-04,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-05,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-06,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-07,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-08,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-09,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-10,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-11,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-12,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-13,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-14,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-15,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-16,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-17,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-18,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-19,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-20,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-21,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-22,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-23,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-24,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-25,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-26,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-27,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-28,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-29,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-30,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-08-31,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-01,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-02,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-03,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-04,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-05,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-06,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-07,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-08,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-09,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-10,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-11,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-12,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-13,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-14,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-15,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-16,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-17,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-18,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-19,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-20,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-21,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-22,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-23,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-24,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-25,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-26,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-27,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-28,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-29,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-09-30,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-01,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-02,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-03,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-04,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-05,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-06,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-07,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-08,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-09,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-10,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-11,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-12,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-13,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-14,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-15,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-16,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-17,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-18,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-19,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-20,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-21,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-22,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-23,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-24,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-25,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-26,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-27,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-28,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-29,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-30,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-10-31,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-11-01,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-11-02,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-11-03,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-11-04,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-11-05,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-11-06,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-11-07,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-11-08,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-11-09,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-11-10,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-11-11,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-11-12,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
2022-11-13,POLITICAL,ADIT-P1,China Governance,0.0956,100.0,100.0,,,,,1.0,0.0,0,0,0.0,0.0,True
