rebalance_date,domain,basket_code,basket_name,basket_weight,tradable_nav,basket_level,tail_probability_weight_share,proxy_weight_share,slot_coverage_ratio,direction_balance_score,cash_weight,price_coverage_share,entries,exits,turnover,transaction_cost,rebalanced
2022-02-23,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-02-24,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-02-25,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-02-26,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-02-27,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-02-28,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-01,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-02,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-03,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-04,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-05,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-06,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-07,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-08,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-09,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-10,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-11,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-12,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-13,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-14,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-15,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-16,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-17,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-18,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-19,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-20,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-21,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-22,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-23,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
2022-03-24,ENERGY,ADIT-E3,Oil Supply Disruption,0.2753,100.0,100.0,,,,,1.0,1.0,0,0,0.0,0.0,True
