rebalance_date,domain,basket_code,basket_name,avg_days_to_expiry,expiring_30d_share,expiring_60d_share,certainty_share,turnover,base_cost_bps,turnover_component_bps,expiry_component_bps,certainty_component_bps,estimated_total_cost_bps,estimated_cost_drag_return,cash_weight
2025-07-01,CONFLICT,ADIT-S4,US-China Conflict Escalation,43.5,0.0,1.0,0.0,0.065,18.0,2.275,6.0,0.0,26.275,0.0001707875,0.1643
2025-07-01,GENERAL,ADIT-X3,Major Economy Recession,85.33333333333333,0.6666666666666666,0.6666666666666666,0.0,0.5537333333333333,18.0,19.380666666666666,10.666666666666666,0.0,48.047333333333334,0.002660541004444444,0.22999999999999998
2025-07-01,GENERAL,ADIT-X4,Pandemic & Health Crisis,29.0,1.0,1.0,0.0,0.45,18.0,15.75,16.0,0.0,49.75,0.00223875,0.22999999999999998
2025-07-01,POLITICAL,ADIT-P2,EM Governance,168.0,0.0,0.0,0.0,0.385,18.0,13.475,0.0,0.0,31.475,0.0012117875000000001,0.22999999999999998
2025-08-01,CONFLICT,ADIT-S2,Europe War & NATO Conflict,167.0,0.5,0.5,0.0,0.70285,18.0,24.59975,8.0,0.0,50.59975,0.00355640342875,0.22999999999999998
2025-08-01,CONFLICT,ADIT-S3,Middle East Armed Conflict,30.0,1.0,1.0,0.0,0.7467708333333334,18.0,26.13697916666667,16.0,0.0,60.13697916666667,0.0044908542046440975,0.22999999999999998
2025-08-01,CONFLICT,ADIT-S4,US-China Conflict Escalation,273.5,0.5,0.5,0.0,0.86785,18.0,30.37475,8.0,0.0,56.37475,0.00489248267875,0.22999999999999998
2025-08-01,GENERAL,ADIT-X3,Major Economy Recession,107.0,0.0,0.5,0.0,0.5783333333333334,18.0,20.241666666666667,3.0,0.0,41.24166666666667,0.0023851430555555555,0.22999999999999998
2025-08-01,GENERAL,ADIT-X4,Pandemic & Health Crisis,47.0,0.0,1.0,,0.835,18.0,29.224999999999998,6.0,0.0,53.224999999999994,0.0044442875,0.22999999999999998
2025-08-01,POLITICAL,ADIT-P1,China Governance,517.0,0.0,0.0,0.0,0.45,18.0,15.75,0.0,0.0,33.75,0.00151875,0.22999999999999998
2025-08-01,POLITICAL,ADIT-P2,EM Governance,92.93333333333334,0.2,0.5333333333333333,0.0,0.6920212765957446,18.0,24.220744680851062,5.2,0.0,47.420744680851065,0.003281616427116342,0.18
2025-09-01,CONFLICT,ADIT-S2,Europe War & NATO Conflict,132.8,0.4,0.8,0.0,0.36474999999999996,18.0,12.76625,8.8,0.0,39.56625,0.0014431789687499997,0.22999999999999998
2025-09-01,CONFLICT,ADIT-S3,Middle East Armed Conflict,67.5,0.25,0.75,0.0,0.835,18.0,29.224999999999998,7.0,0.0,54.224999999999994,0.0045277875,0.22999999999999998
2025-09-01,CONFLICT,ADIT-S4,US-China Conflict Escalation,278.0,0.0,0.0,0.0,0.45,18.0,15.75,0.0,0.0,33.75,0.00151875,0.22999999999999998
2025-09-01,GENERAL,ADIT-X3,Major Economy Recession,104.5,0.0,0.5,0.16666666666666666,0.835,18.0,29.224999999999998,3.0,4.166666666666666,54.39166666666666,0.004541704166666665,0.22999999999999998
2025-09-01,POLITICAL,ADIT-P1,China Governance,486.0,0.0,0.0,0.0,0.065,18.0,2.275,0.0,0.0,20.275,0.0001317875,0.1643
2025-09-01,POLITICAL,ADIT-P2,EM Governance,80.16666666666667,0.4166666666666667,0.4166666666666667,0.0,0.3428765957446809,18.0,12.00068085106383,6.666666666666667,0.0,36.6673475177305,0.0012572375291866609,0.2154328510638298
2025-10-01,CONFLICT,ADIT-S2,Europe War & NATO Conflict,101.0,0.8333333333333334,0.8333333333333334,0.0,0.46125000000000005,18.0,16.14375,13.333333333333334,0.0,47.47708333333333,0.0021898804687500006,0.22999999999999998
2025-10-01,CONFLICT,ADIT-S3,Middle East Armed Conflict,40.166666666666664,0.8333333333333334,0.8333333333333334,,0.34,18.0,11.9,13.333333333333334,0.0,43.233333333333334,0.0014699333333333335,0.2248
2025-10-01,CONFLICT,ADIT-S4,US-China Conflict Escalation,195.66666666666666,0.0,0.3333333333333333,0.0,0.23500000000000001,18.0,8.225,2.0,0.0,28.225,0.0006632875,0.2017
2025-10-01,GENERAL,ADIT-X3,Major Economy Recession,125.5,0.375,0.375,0.125,0.15999999999999998,18.0,5.599999999999999,6.0,3.125,32.724999999999994,0.0005235999999999998,0.18519999999999998
2025-10-01,GENERAL,ADIT-X4,Pandemic & Health Crisis,70.66666666666667,0.3333333333333333,0.3333333333333333,,0.45,18.0,15.75,5.333333333333333,0.0,39.083333333333336,0.0017587500000000001,0.22999999999999998
2025-10-01,POLITICAL,ADIT-P1,China Governance,456.0,0.0,0.0,0.0,0.03215000000000001,18.0,1.1252500000000003,0.0,0.0,19.12525,6.148767875000003e-05,0.15707300000000002
2025-10-01,POLITICAL,ADIT-P2,EM Governance,62.44444444444444,0.3888888888888889,0.5,0.0,0.566390717325228,18.0,19.823675106382982,6.888888888888889,0.0,44.712563995271864,0.00253247811947322,0.18
2025-10-01,POLITICAL,ADIT-P4,US Governance,456.0,0.0,0.0,0.0,0.45,18.0,15.75,0.0,0.0,33.75,0.00151875,0.22999999999999998
2025-11-01,CONFLICT,ADIT-S2,Europe War & NATO Conflict,89.8,0.8,0.8,0.0,0.6964,18.0,24.374000000000002,12.8,0.0,55.17400000000001,0.0038423173600000003,0.22999999999999998
2025-11-01,CONFLICT,ADIT-S3,Middle East Armed Conflict,44.5,0.5,1.0,0.0,0.6980639999999999,18.0,24.432239999999997,11.0,0.0,53.43223999999999,0.0037299123183359988,0.22999999999999998
2025-11-01,CONFLICT,ADIT-S4,US-China Conflict Escalation,171.33333333333334,0.3333333333333333,0.6666666666666666,0.0,0.31694999999999995,18.0,11.093249999999998,7.333333333333333,0.0,36.42658333333333,0.0011545405587499997,0.219729
2025-11-01,GENERAL,ADIT-X3,Major Economy Recession,120.66666666666667,0.0,0.2222222222222222,0.1111111111111111,0.4591351711026616,18.0,16.069730988593157,1.3333333333333333,2.7777777777777777,38.18084209970427,0.0017530167470291428,0.22999999999999998
2025-11-01,GENERAL,ADIT-X4,Pandemic & Health Crisis,60.0,0.0,1.0,,0.32166666666666666,18.0,11.258333333333333,6.0,0.0,35.25833333333333,0.0011341430555555554,0.22076666666666667
2025-11-01,POLITICAL,ADIT-P1,China Governance,425.0,0.0,0.0,0.0,0.02853650000000002,18.0,0.9987775000000008,0.0,0.0,18.9987775,5.421586141287503e-05,0.15627803
2025-11-01,POLITICAL,ADIT-P2,EM Governance,68.38888888888889,0.2222222222222222,0.7777777777777778,0.1111111111111111,0.45658928571428575,18.0,15.980625000000002,6.888888888888889,2.7777777777777777,43.64729166666667,0.001992888572544643,0.18
2025-11-01,POLITICAL,ADIT-P3,EU Breakup Risk,60.0,0.0,1.0,0.0,0.45,18.0,15.75,6.0,0.0,39.75,0.00178875,0.22999999999999998
2025-11-01,POLITICAL,ADIT-P4,US Governance,242.5,0.0,0.5,0.0,0.385,18.0,13.475,3.0,0.0,34.475,0.0013272875,0.22999999999999998
2025-12-01,CONFLICT,ADIT-S2,Europe War & NATO Conflict,230.2,0.2,0.2,0.0,0.6964,18.0,24.374000000000002,3.2,0.0,45.574000000000005,0.0031737733600000007,0.22999999999999998
2025-12-01,CONFLICT,ADIT-S3,Middle East Armed Conflict,202.22222222222223,0.4444444444444444,0.4444444444444444,0.0,0.6999569967396505,18.0,24.49849488588777,7.111111111111111,0.0,49.60960599699888,0.003472459082309669,0.18
2025-12-01,CONFLICT,ADIT-S4,US-China Conflict Escalation,273.3333333333333,0.3333333333333333,0.3333333333333333,0.0,0.3199548333333333,18.0,11.198419166666666,5.333333333333333,0.0,34.5317525,0.0011048601115845416,0.22039006333333333
2025-12-01,ENERGY,ADIT-E3,Oil Supply Disruption,395.0,0.0,0.0,0.0,0.45000000000000007,18.0,15.750000000000002,0.0,0.0,33.75,0.0015187500000000001,0.22999999999999998
2025-12-01,GENERAL,ADIT-X3,Major Economy Recession,182.25,0.0,0.3125,0.0625,0.6328374999999998,18.0,22.149312499999994,1.875,1.5625,43.58681249999999,0.0027583369455468736,0.18
2025-12-01,GENERAL,ADIT-X4,Pandemic & Health Crisis,303.75,0.25,0.25,,0.6448083333333332,18.0,22.568291666666664,4.0,0.0,44.56829166666667,0.002873800586909722,0.22999999999999998
2025-12-01,POLITICAL,ADIT-P1,China Governance,395.0,0.0,0.0,0.0,0.02813901499999999,18.0,0.9848655249999996,0.0,0.0,18.984865525,5.342154157809577e-05,0.15619058330000002
2025-12-01,POLITICAL,ADIT-P2,EM Governance,126.77777777777777,0.5,0.6666666666666666,0.05555555555555555,0.6600436507936509,18.0,23.101527777777783,9.0,1.3888888888888888,51.49041666666667,0.0033985922597552913,0.18
2025-12-01,POLITICAL,ADIT-P3,EU Breakup Risk,395.0,0.0,0.0,0.0,0.835,18.0,29.224999999999998,0.0,0.0,47.224999999999994,0.0039432875,0.22999999999999998
2025-12-01,POLITICAL,ADIT-P4,US Governance,395.0,0.0,0.0,0.0,0.44999999999999996,18.0,15.749999999999998,0.0,0.0,33.75,0.00151875,0.22999999999999998
2026-01-01,CONFLICT,ADIT-S2,Europe War & NATO Conflict,253.125,0.125,0.125,0.0,0.3864823529411764,18.0,13.526882352941174,2.0,0.0,33.52688235294117,0.0012957548378546707,0.22999999999999998
2026-01-01,CONFLICT,ADIT-S3,Middle East Armed Conflict,206.84615384615384,0.15384615384615385,0.15384615384615385,0.0,0.4840921776375285,18.0,16.943226217313498,2.4615384615384617,0.0,37.404764678851954,0.001810735398740475,0.20666666666666667
2026-01-01,CONFLICT,ADIT-S4,US-China Conflict Escalation,272.0,0.0,0.0,0.0,0.38980496833333333,18.0,13.643173891666667,0.0,0.0,31.643173891666667,0.0012334666396807286,0.22999999999999998
2026-01-01,ENERGY,ADIT-E3,Oil Supply Disruption,180.0,0.0,0.0,0.0,0.835,18.0,29.224999999999998,0.0,0.0,47.224999999999994,0.0039432875,0.22999999999999998
2026-01-01,GENERAL,ADIT-X3,Major Economy Recession,141.61111111111111,0.2222222222222222,0.5555555555555556,0.0,0.47511928571428574,18.0,16.629175,5.555555555555555,0.0,40.18473055555556,0.001909254047817659,0.18
2026-01-01,GENERAL,ADIT-X4,Pandemic & Health Crisis,364.0,0.0,0.0,0.0,0.2575,18.0,9.012500000000001,0.0,0.0,27.012500000000003,0.000695571875,0.20665
2026-01-01,POLITICAL,ADIT-P1,China Governance,364.0,0.0,0.0,0.0,0.02809529165000002,18.0,0.9833352077500007,0.0,0.0,18.983335207750002,5.3334233915145e-05,0.156180964163
2026-01-01,POLITICAL,ADIT-P2,EM Governance,160.77777777777777,0.4444444444444444,0.5,0.05555555555555555,0.5723511904761905,18.0,20.03229166666667,7.444444444444445,1.3888888888888888,46.865624999999994,0.0026823596261160714,0.18
2026-01-01,POLITICAL,ADIT-P3,EU Breakup Risk,364.0,0.0,0.0,0.0,0.6100000000000001,18.0,21.350000000000005,0.0,0.0,39.35000000000001,0.0024003500000000007,0.22999999999999998
2026-01-01,POLITICAL,ADIT-P4,US Governance,364.0,0.0,0.0,0.0,0.23500000000000001,18.0,8.225,0.0,0.0,26.225,0.0006162875,0.2017
2026-02-01,CONFLICT,ADIT-S2,Europe War & NATO Conflict,213.1818181818182,0.09090909090909091,0.2727272727272727,0.0,0.3249766399244926,18.0,11.374182397357242,2.5454545454545454,0.0,31.91963694281179,0.0010373136361284678,0.22149486078338837
2026-02-01,CONFLICT,ADIT-S3,Middle East Armed Conflict,151.16666666666666,0.1111111111111111,0.5,0.0,0.3822588204359931,18.0,13.379058715259758,4.111111111111111,0.0,35.490169826370874,0.0013566430454901603,0.18
2026-02-01,CONFLICT,ADIT-S4,US-China Conflict Escalation,241.0,0.0,0.0,0.0,0.235,18.0,8.225,0.0,0.0,26.225,0.0006162874999999999,0.2017
2026-02-01,ENERGY,ADIT-E3,Oil Supply Disruption,240.08333333333334,0.08333333333333333,0.08333333333333333,0.0,0.5601641791044775,18.0,19.605746268656713,1.3333333333333333,0.0,38.93907960199005,0.002181227756033266,0.22
2026-02-01,GENERAL,ADIT-X3,Major Economy Recession,241.72222222222223,0.1111111111111111,0.16666666666666666,0.0,0.628561507936508,18.0,21.99965277777778,2.111111111111111,0.0,42.1107638888889,0.0026469205250358252,0.18
2026-02-01,GENERAL,ADIT-X4,Pandemic & Health Crisis,240.6,0.3,0.3,0.0,0.4515988410596027,18.0,15.805959437086093,4.8,0.0,38.60595943708609,0.001743440653978211,0.22999999999999998
2026-02-01,POLITICAL,ADIT-P1,China Governance,282.0,0.16666666666666666,0.16666666666666666,0.0,0.7219095179185,18.0,25.2668331271475,2.6666666666666665,0.0,45.933499793814164,0.00331598306924619,0.22999999999999998
2026-02-01,POLITICAL,ADIT-P2,EM Governance,209.94444444444446,0.05555555555555555,0.2222222222222222,0.0,0.6153829365079367,18.0,21.538402777777787,1.8888888888888888,0.0,41.427291666666676,0.0025493648397404115,0.18
2026-02-01,POLITICAL,ADIT-P3,EU Breakup Risk,279.8181818181818,0.0,0.0,0.18181818181818182,0.7092337662337663,18.0,24.823181818181823,0.0,4.545454545454546,47.36863636363637,0.003359543636953956,0.22999999999999998
2026-02-01,POLITICAL,ADIT-P4,US Governance,195.5,0.0,0.5,0.0,0.39915,18.0,13.97025,3.0,0.0,34.97025,0.0013958375287500002,0.22999999999999998
2026-03-01,CONFLICT,ADIT-S2,Europe War & NATO Conflict,184.69230769230768,0.15384615384615385,0.15384615384615385,0.0,0.1616949513015646,18.0,5.659323295554762,2.4615384615384617,0.0,26.120861757093223,0.00042236114697680904,0.1622395559530109
2026-03-01,CONFLICT,ADIT-S3,Middle East Armed Conflict,164.26666666666668,0.3333333333333333,0.3333333333333333,0.0,0.26933434493834685,18.0,9.42670207284214,5.333333333333333,0.0,32.760035406175476,0.0008823402676279322,0.1592535558864363
2026-03-01,CONFLICT,ADIT-S4,US-China Conflict Escalation,182.55555555555554,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.22392551020408163,18.0,7.8373928571428575,3.5555555555555554,2.7777777777777777,32.170726190476195,0.0007203846275838194,0.19926361224489797
2026-03-01,ENERGY,ADIT-E3,Oil Supply Disruption,177.73333333333332,0.26666666666666666,0.26666666666666666,0.0,0.30891346153846155,18.0,10.811971153846155,4.266666666666667,0.0,33.078637820512824,0.001021843651211169,0.16796096153846155
2026-03-01,GENERAL,ADIT-X3,Major Economy Recession,223.55555555555554,0.0,0.2777777777777778,0.0,0.14696230158730156,18.0,5.143680555555554,1.6666666666666667,0.0,24.810347222222223,0.0003646185730957892,0.13233170634920635
2026-03-01,GENERAL,ADIT-X4,Pandemic & Health Crisis,250.0,0.2,0.2,0.0,0.3227205298013245,18.0,11.295218543046357,3.2,0.0,32.495218543046356,0.0010486874144221745,0.22099851655629138
2026-03-01,POLITICAL,ADIT-P1,China Governance,280.0,0.09090909090909091,0.09090909090909091,0.0,0.5077272727272727,18.0,17.770454545454545,1.4545454545454546,0.0,37.224999999999994,0.0018900147727272723,0.22999999999999998
2026-03-01,POLITICAL,ADIT-P2,EM Governance,36.22222222222222,0.5555555555555556,1.0,0.1111111111111111,0.7454603174603176,18.0,26.091111111111115,11.555555555555555,2.7777777777777777,58.424444444444454,0.004355310490299825,0.22999999999999998
2026-03-01,POLITICAL,ADIT-P3,EU Breakup Risk,222.30769230769232,0.0,0.38461538461538464,0.0,0.06500000000000003,18.0,2.2750000000000012,2.307692307692308,0.0,22.58269230769231,0.00014678750000000006,0.14096666666666668
2026-03-01,POLITICAL,ADIT-P4,US Governance,157.83333333333334,0.5,0.5,0.0,0.5783333333333334,18.0,20.241666666666667,8.0,0.0,46.24166666666667,0.0026743097222222227,0.22999999999999998
